"id","nome_interno","nome_paciente","modalidade","regiao","contraste","lado","detalhe","convenio","exibir","revisar"
"558","RX ABDOMEN A.P. - LAT OU LOCALIZADA | RX ABDOMEN AGUDO | RX ABDOMEN SIMPLES | RX ABDOMEN ORTOSTATICO E DECUBITO DORSAL | RX ABDOME AGUDO (3) - AP DD/AP ORTO/AP DL/P | RX ABDOME SIMPLES (1) - AP | RX ABDOME SIMPLES","RX Abdome","RX","Abdome","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX ABDOMEN A.P. - LAT OU LOCALIZADA; RX ABDOMEN AGUDO; RX ABDOMEN SIMPLES; RX ABDOMEN ORTOSTATICO E DECUBITO DORSAL; RX ABDOME AGUDO (3) - AP DD/AP ORTO/AP DL/P; RX ABDOME SIMPLES (1) - AP; RX ABDOME SIMPLES"
"559","RX ANTEBRACO","RX Antebraço","RX","Antebraço","","","","","SIM",""
"560","RX ANTEBRAÇO DIREITO (2) - AP/P","RX Antebraço","RX","Antebraço","","DIREITO","","","SIM",""
"561","RX ANTEBRAÇO ESQUERDO (2) - AP/P","RX Antebraço","RX","Antebraço","","ESQUERDO","","","SIM",""
"562","RX ARTICULAÇÕES SACRO-ILIACAS","RX Articulação","RX","Articulação","","","","","SIM",""
"563","RX AXILAR DIREITA (ESCÁPULA)","RX Axilas","RX","Axilas","","DIREITO","","","SIM",""
"564","RX AXILAR ESQUERDA (ESCÁPULA)","RX Axilas","RX","Axilas","","ESQUERDO","","","SIM",""
"565","RX BACIA | RX BACIA (2 INC) | RX BACIA (1) - AP","RX Bacia / Pelve","RX","Bacia / Pelve","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX BACIA; RX BACIA (2 INC); RX BACIA (1) - AP"
"566","RX BRACO","RX Braço","RX","Braço","","","","","SIM",""
"567","RX BRAÇO DIREITO (2) (UMERO) - AP/P","RX Braço","RX","Braço","","DIREITO","","","SIM",""
"568","RX BRAÇO ESQUERDO (2) (UMERO) - AP/P","RX Braço","RX","Braço","","ESQUERDO","","","SIM",""
"569","RX PANORAMICO DE MEMBROS SUPERIORES | RX TOTAL MEMBROS SUPERIORES (PANORAMICO/CHAPAO)","RX Braço (Membro Superior)","RX","Braço (Membro Superior)","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX PANORAMICO DE MEMBROS SUPERIORES; RX TOTAL MEMBROS SUPERIORES (PANORAMICO/CHAPAO)"
"570","RX CAVUM | RX HIPOFARINGE | RX ADENOIDES | RX CAVUM (2) (ADENOIDES) - P/HIRTZ | RX ADENOIDES (2) (RINOFARINGE) - AP/P","RX Cavum / Adenoides","RX","Cavum / Adenoides","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX CAVUM; RX HIPOFARINGE; RX ADENOIDES; RX CAVUM (2) (ADENOIDES) - P/HIRTZ; RX ADENOIDES (2) (RINOFARINGE) - AP/P"
"571","RX COLUNA TORACO LOMBAR | RX ESQUELETO - INCIDENCIAS BASICAS CRANIO/COLUNA/BACIA E MEMBROS","RX Coluna","RX","Coluna","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX COLUNA TORACO LOMBAR; RX ESQUELETO - INCIDENCIAS BASICAS CRANIO/COLUNA/BACIA E MEMBROS"
"572","RX COLUNA CERVICAL 5 INC | RX COLUNA CERVICAL 3INC | RX COLUNA CERVICAL (3) - AP/P/TRANSORAL | RX COLUNA CERVICAL 4INC | RX COLUNA CERVICAL (5) - AP/P/TRANSORAL/OBL","RX Coluna Cervical","RX","Coluna Cervical","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX COLUNA CERVICAL 5 INC; RX COLUNA CERVICAL 3INC; RX COLUNA CERVICAL (3) - AP/P/TRANSORAL; RX COLUNA CERVICAL 4INC; RX COLUNA CERVICAL (5) - AP/P/TRANSORAL/OBL"
"573","RX COLUNA CERVICAL FUNCIONAL 7INC","RX Coluna Cervical","RX","Coluna Cervical","","","funcional","","SIM",""
"574","RX COLUNA DORSO LOMBAR PARA ESCOLIOSE | RX COLUNA DORSO-LOMBAR PARA ESCOLIOSE- AP/P C.LOMBAR E C.DORSAL","RX Coluna Dorsolombar","RX","Coluna Dorsolombar","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX COLUNA DORSO LOMBAR PARA ESCOLIOSE; RX COLUNA DORSO-LOMBAR PARA ESCOLIOSE- AP/P C.LOMBAR E C.DORSAL"
"575","RX COLUNA LOMBAR (3) (LOMBOSSACRA) AP/P | RX COLUNA LOMBAR (5) (LOMBOSSACRA) - AP/P/OBLIQUA D.E/FUNC-L5/S1 | RX COLUNA LOMBO SACRA 3INC | RX COLUNA LOMBO SACRA 5INC | RX COLUNA LOMBO SACRA | RX COLUNA LOMBO SACRA C/ OBLIQUAS","RX Coluna Lombar","RX","Coluna Lombar","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX COLUNA LOMBAR (3) (LOMBOSSACRA) AP/P; RX COLUNA LOMBAR (5) (LOMBOSSACRA) - AP/P/OBLIQUA D.E/FUNC-L5/S1; RX COLUNA LOMBO SACRA 3INC; RX COLUNA LOMBO SACRA 5INC; RX COLUNA LOMBO SACRA; RX COLUNA LOMBO SACRA C/ OBLIQUAS"
"576","RX COLUNA LOMBO SACRA FUNCIONAL 7INC","RX Coluna Lombar","RX","Coluna Lombar","","","funcional","","SIM",""
"577","RX COLUNA DORSAL 2 INC | RX COLUNA DORSAL (2) - AP/P | RX COLUNA DORSAL (4) - AP/P/OBLIQUAS | RX COLUNA DORSAL | RX COLUNA DORSAL-4 INCIDENCIAS","RX Coluna Torácica","RX","Coluna Torácica","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX COLUNA DORSAL 2 INC; RX COLUNA DORSAL (2) - AP/P; RX COLUNA DORSAL (4) - AP/P/OBLIQUAS; RX COLUNA DORSAL; RX COLUNA DORSAL-4 INCIDENCIAS"
"578","RX COLUNA TOTAL PARA ESCOLIOSE | RX COLUNA TOTAL PARA ESCOLIOSE (PANORAMICO/CHAPAO)","RX Coluna Total","RX","Coluna Total","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX COLUNA TOTAL PARA ESCOLIOSE; RX COLUNA TOTAL PARA ESCOLIOSE (PANORAMICO/CHAPAO)"
"579","RX CORACAO E VASOS DA BASE","RX Coração","RX","Coração","","","","","SIM",""
"580","RX ARCOS COSTAIS (HEMITÓRAX)","RX Costelas","RX","Costelas","","","","","SIM",""
"581","RX ARCOS COSTAIS A DIREITA (2) - (HEMITORAX D OU COSTELAS) - AP/OBL","RX Costelas","RX","Costelas","","DIREITO","","","SIM",""
"582","RX ARCOS COSTAIS A ESQUERDA (2) - (HEMITORAX E OU COSTELAS) - AP/OBL","RX Costelas","RX","Costelas","","ESQUERDO","","","SIM",""
"583","RX COTOVELO","RX Cotovelo","RX","Cotovelo","","","","","SIM",""
"584","RX COTOVELO DIREITO (2) - AP/P","RX Cotovelo","RX","Cotovelo","","DIREITO","","","SIM",""
"585","RX COTOVELO ESQUERDO (2) - AP/P","RX Cotovelo","RX","Cotovelo","","ESQUERDO","","","SIM",""
"586","RX ARTICULACAO COXOFEMURAL CADA LADO | RX COXA","RX Coxa","RX","Coxa","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX ARTICULACAO COXOFEMURAL CADA LADO; RX COXA"
"587","RX COXA DIREITA (2) (OU FEMUR) - AP/P","RX Coxa","RX","Coxa","","DIREITO","","","SIM",""
"588","RX COXA ESQUERDA (2) (OU FEMUR) - AP/P","RX Coxa","RX","Coxa","","ESQUERDO","","","SIM",""
"589","RX CRANIO - 2 INCIDENCIAS | RX CRANIO - 3 INCIDENCIAS | RX CRANIO(2 INC) | RX CRANIO (4INC) | RX CRANIO - 4 INCIDENCIAS | RX CRANIO (3) - AP (OU TOWNE)/ P(BRETTON)/ CALDWELL | RX CRANIO (4) - AP (OU TOWNE)/ P(BRETON)/ CALDWELL/ HIRTZ | RX CRANIO (2) - AP (OU TOWNE)/P","RX Crânio","RX","Crânio","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX CRANIO - 2 INCIDENCIAS; RX CRANIO - 3 INCIDENCIAS; RX CRANIO(2 INC); RX CRANIO (4INC); RX CRANIO - 4 INCIDENCIAS; RX CRANIO (3) - AP (OU TOWNE)/ P(BRETTON)/ CALDWELL; RX CRANIO (4) - AP (OU TOWNE)/ P(BRETON)/ CALDWELL/ HIRTZ; RX CRANIO (2) - AP (OU TOWNE)/P"
"590","RX MAO OU QUIRODACTILO | RX DEDO MAO (2) - AP/OBL (QUIRODACTILO)","RX Dedo da Mão","RX","Dedo da Mão","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX MAO OU QUIRODACTILO; RX DEDO MAO (2) - AP/OBL (QUIRODACTILO)"
"591","RX DEDO PE (2) - AP/OBL (PODODACTILO)","RX Dedo do Pé","RX","Dedo do Pé","","","","","SIM",""
"592","RX PE DIREITO (2) (PODODACTILO) - AP/OBL","RX Dedo do Pé","RX","Dedo do Pé","","DIREITO","","","SIM",""
"593","RX PE ESQUERDO (2) (PODODACTILO) - AP/OBL","RX Dedo do Pé","RX","Dedo do Pé","","ESQUERDO","","","SIM",""
"594","RX ESTERNO | RX ESTERNO (2) - P/OBL","RX Esterno","RX","Esterno","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX ESTERNO; RX ESTERNO (2) - P/OBL"
"595","RX ESTERNOCLAVICULAR DIREITA (2) - (ARTICULACAO) - AP/OBL ANTERIOR","RX Esternoclavicular","RX","Esternoclavicular","","DIREITO","","","SIM",""
"596","RX ESTERNOCLAVICULAR ESQUERDA (2) - (ARTICULACAO) - AP/OAE","RX Esternoclavicular","RX","Esternoclavicular","","ESQUERDO","","","SIM",""
"597","RX ESOFAGO (24 INC) | RX ESTOMAGO E DUODENO | RX ESOFAGO-HIATO-ESTOMAGO-DUODENO | RX ESOFAGO (8INC)","RX Esôfago e Estômago","RX","Esôfago e Estômago","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX ESOFAGO (24 INC); RX ESTOMAGO E DUODENO; RX ESOFAGO-HIATO-ESTOMAGO-DUODENO; RX ESOFAGO (8INC)"
"598","RX OSSOS FACE | RX SEIOS DA FACE | RX ARCOS ZIGOMATICOS | RX SEIOS DA FACE (3) (PARANASAIS) - P / WATTERS / CALDWEEL | RX ARCOS ZIGOMATICOS (3) - (MALAR-ESTILOIDES) - AP , HIRTZ/AXIAL,  OBL/TOWNE | RX OSSOS DA FACE (3) (NARIZ/OSSO NASAL) WATTERS/CALDWEEL/P - HIRTZ","RX Face / Seios da Face","RX","Face / Seios da Face","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX OSSOS FACE; RX SEIOS DA FACE; RX ARCOS ZIGOMATICOS; RX SEIOS DA FACE (3) (PARANASAIS) - P / WATTERS / CALDWEEL; RX ARCOS ZIGOMATICOS (3) - (MALAR-ESTILOIDES) - AP , HIRTZ/AXIAL,  OBL/TOWNE; RX OSSOS DA FACE (3) (NARIZ/OSSO NASAL) WATTERS/CALDWEEL/P - HIRTZ"
"599","RX TRANSITO E MORFOLOGIA DO DELGADO | RX INTESTINO DELGADO (TRANSITO)","RX Intestino Delgado","RX","Intestino Delgado","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX TRANSITO E MORFOLOGIA DO DELGADO; RX INTESTINO DELGADO (TRANSITO)"
"600","RX CLISTER OPACO (OU ENEMA)","RX Intestino Grosso","RX","Intestino Grosso","","","","","SIM",""
"601","RX JOELHO 7INC | RX JOELHO 2 INC | RX JOELHO COM AXIAL DE ROTULA 3INC | RX PATELA","RX Joelho","RX","Joelho","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX JOELHO 7INC; RX JOELHO 2 INC; RX JOELHO COM AXIAL DE ROTULA 3INC; RX PATELA"
"602","RX JOELHO DIREITO (2) - AP/P","RX Joelho","RX","Joelho","","DIREITO","","","SIM",""
"603","RX JOELHO ESQUERDO (2) - AP/P","RX Joelho","RX","Joelho","","ESQUERDO","","","SIM",""
"604","RX AMPLIAÇÃO OU MAGN. DE LESÃO MAMARIA | RX AMPLIACAO OU MAGNIFICACAO DE LESAO MAMARIA POR MAMO","RX Mamas","RX","Mamas","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX AMPLIAÇÃO OU MAGN. DE LESÃO MAMARIA; RX AMPLIACAO OU MAGNIFICACAO DE LESAO MAMARIA POR MAMO"
"605","RX INCIDÊNCIA ADIC MAO | RX DA MAO | RX DEDOS DA MAO","RX Mão","RX","Mão","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX INCIDÊNCIA ADIC MAO; RX DA MAO; RX DEDOS DA MAO"
"606","RX MAO DIREITA (2) - AP/OBL","RX Mão","RX","Mão","","DIREITO","","","SIM",""
"607","RX MAO ESQUERDA (2) - AP/OBL","RX Mão","RX","Mão","","ESQUERDO","","","SIM",""
"608","RX MANDIBULA | RX MAXILAR INFERIOR | RX ARTICULAÇÃO TEMPORO-MANDIBULAR | RADIOGRAFIA LATERAL CORPO MANDIBULA | RX TEMPORO MANDIBULAR | RX MAXILAR INFERIOR (3) (MANDIBULA) - AP/OBLIQUAS","RX Odontológica","RX","Odontológica","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX MANDIBULA; RX MAXILAR INFERIOR; RX ARTICULAÇÃO TEMPORO-MANDIBULAR; RADIOGRAFIA LATERAL CORPO MANDIBULA; RX TEMPORO MANDIBULAR; RX MAXILAR INFERIOR (3) (MANDIBULA) - AP/OBLIQUAS"
"609","RX ACROMIOCLAVICULAR ESQUERDO (2) - (ARTICULACAO) - AP C/S PESO C/S STRE | RX ESCAPULA ESQUERDA (2) - (OMOPLATA) - AP/P | RX CLAVICULA ESQUERDA (2) - AP/AP ASCEND OU AXIAL | RX OMBRO ESQUERDO (2) (ART. ESCAPULOUMERAL) - AP/P","RX Ombro","RX","Ombro","","ESQUERDO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX ACROMIOCLAVICULAR ESQUERDO (2) - (ARTICULACAO) - AP C/S PESO C/S STRE; RX ESCAPULA ESQUERDA (2) - (OMOPLATA) - AP/P; RX CLAVICULA ESQUERDA (2) - AP/AP ASCEND OU AXIAL; RX OMBRO ESQUERDO (2) (ART. ESCAPULOUMERAL) - AP/P"
"610","RX CLAVICULA | RX ARTICULACAO ACROMIO CLAVICULAR | RX OMBRO | RX ESCAPULA | RX ARTICULAÇÃO ESTERNO-CLAVICULAR | RX ESCÁPULO-UMERAL | RX OMBRO 3 INCIDÊNCIAS | RX OMBRO 2 INCIDÊNCIAS | RX INCIDENCIA ADIC. OMBRO | RX ARTICULACAO ESCAPULO UMERAL","RX Ombro","RX","Ombro","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX CLAVICULA; RX ARTICULACAO ACROMIO CLAVICULAR; RX OMBRO; RX ESCAPULA; RX ARTICULAÇÃO ESTERNO-CLAVICULAR; RX ESCÁPULO-UMERAL; RX OMBRO 3 INCIDÊNCIAS; RX OMBRO 2 INCIDÊNCIAS; RX INCIDENCIA ADIC. OMBRO; RX ARTICULACAO ESCAPULO UMERAL"
"611","RX ESCAPULA DIREITA (2) - (OMOPLATA) - AP/P | RX OMBRO DIREITO (2) (ART. ESCAPULOUMERAL) - AP/P | RX CLAVICULA DIREITA (2) - AP/AP ASCEND OU AXIAL | RX ACROMIOCLAVICULAR DIREITO (2) - (ARTICULACAO) - AP C/S PESO C/S STRE","RX Ombro","RX","Ombro","","DIREITO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX ESCAPULA DIREITA (2) - (OMOPLATA) - AP/P; RX OMBRO DIREITO (2) (ART. ESCAPULOUMERAL) - AP/P; RX CLAVICULA DIREITA (2) - AP/AP ASCEND OU AXIAL; RX ACROMIOCLAVICULAR DIREITO (2) - (ARTICULACAO) - AP C/S PESO C/S STRE"
"612","RX OMOPLATA OU OMBRO FUNCIONAL","RX Ombro","RX","Ombro","","","funcional","","SIM",""
"613","RX OMOPLATA OU OMBRO FUNCIONAL DIREITO","RX Ombro","RX","Ombro","","DIREITO","funcional","","SIM",""
"614","RX OMOPLATA OU OMBRO FUNCIONAL ESQUERDO","RX Ombro","RX","Ombro","","ESQUERDO","funcional","","SIM",""
"615","RX CONDUTOS AUDITIVOS INTERNOS | RX CONDUTOS AUDITIVOS","RX Ouvidos (Ossos Temporais)","RX","Ouvidos (Ossos Temporais)","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX CONDUTOS AUDITIVOS INTERNOS; RX CONDUTOS AUDITIVOS"
"616","RX MASTOIDES, ROCHEDOS, ORELHAS (OUVIDOS) BILATERAL - AP/OU TOWNE | RX CAI (2) - (OUVIDOS/MASTOIDES, ROCHEDOS) - (BILATERAL) - AP/OU TOWNE | RX MASTOIDES OU ROCHEDOS BILATERAL","RX Ouvidos (Ossos Temporais)","RX","Ouvidos (Ossos Temporais)","","BILATERAL","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX MASTOIDES, ROCHEDOS, ORELHAS (OUVIDOS) BILATERAL - AP/OU TOWNE; RX CAI (2) - (OUVIDOS/MASTOIDES, ROCHEDOS) - (BILATERAL) - AP/OU TOWNE; RX MASTOIDES OU ROCHEDOS BILATERAL"
"617","RX PERNA","RX Perna","RX","Perna","","","","","SIM",""
"618","RX PERNA DIREITA (2) (TIBIOFIBULAR) - AP/P","RX Perna","RX","Perna","","DIREITO","","","SIM",""
"619","RX PERNA ESQUERDA (2) (TIBIOFIBULAR) - AP/P","RX Perna","RX","Perna","","ESQUERDO","","","SIM",""
"620","RX PANORAMICO MEMBROS INFERIORES | RX TOTAL MEMBROS INFERIORES (INC. ADICIONAL) | RX PANORAMICO DE MEMBROS INFERIORES","RX Perna (Membro Inferior)","RX","Perna (Membro Inferior)","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX PANORAMICO MEMBROS INFERIORES; RX TOTAL MEMBROS INFERIORES (INC. ADICIONAL); RX PANORAMICO DE MEMBROS INFERIORES"
"621","RX LARINGE | RX LARINGE OU HIPOFARINGE OU PESCOÇO (PARTES MOLES) | RX PESCOÇO (REG CERVICAL)","RX Pescoço","RX","Pescoço","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX LARINGE; RX LARINGE OU HIPOFARINGE OU PESCOÇO (PARTES MOLES); RX PESCOÇO (REG CERVICAL)"
"622","RX PUNHO DIREITO (2) - AP/P","RX Punho","RX","Punho","","DIREITO","","","SIM",""
"623","RX PUNHO ESQUERDO (2) - AP/P","RX Punho","RX","Punho","","ESQUERDO","","","SIM",""
"624","RX PUNHO | RX MAOS E PUNHOS P/ IDADE OSSEA | RX PUNHO (INC. ADICIONAL) - ESCAFÓIDE FLEXAO RADIAL OU ULNAR | RX MAOS E PUNHOS (IDADE OSSEA) - AP","RX Punho","RX","Punho","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX PUNHO; RX MAOS E PUNHOS P/ IDADE OSSEA; RX PUNHO (INC. ADICIONAL) - ESCAFÓIDE FLEXAO RADIAL OU ULNAR; RX MAOS E PUNHOS (IDADE OSSEA) - AP"
"625","RX ANTEPE ESQUERDO (2) - AP/OBL | RX CALCANEO ESQUERDO(2) - AXIAL/P","RX Pé","RX","Pé","","ESQUERDO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX ANTEPE ESQUERDO (2) - AP/OBL; RX CALCANEO ESQUERDO(2) - AXIAL/P"
"626","RX CALCANEO DIREITO (2) - AXIAL/P | RX ANTEPE DIREITO (2) - AP/OBL","RX Pé","RX","Pé","","DIREITO","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX CALCANEO DIREITO (2) - AXIAL/P; RX ANTEPE DIREITO (2) - AP/OBL"
"627","RX PE DEDOS DOS PES  PODACTILOS | RX CALCANEO","RX Pé","RX","Pé","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX PE DEDOS DOS PES  PODACTILOS; RX CALCANEO"
"628","RX PENIANO | RX PENIS","RX Pênis","RX","Pênis","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX PENIANO; RX PENIS"
"629","RX COXOFEMORAL DIREITA (2) (QUADRIL) - AP/OBL","RX Quadril","RX","Quadril","","DIREITO","","","SIM",""
"630","RX COXOFEMORAL ESQUERDO (2) (QUADRIL) - AP/OBL","RX Quadril","RX","Quadril","","ESQUERDO","","","SIM",""
"631","RX SACRO COCCIX | RX SACROCOCCIX - AP/P","RX Sacro e Cóccix","RX","Sacro e Cóccix","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX SACRO COCCIX; RX SACROCOCCIX - AP/P"
"632","RX SACROILIACAS - BACIA - (ARTICULACAO) - (BILATERAL)- AP/P/OBL","RX Sacro e Cóccix","RX","Sacro e Cóccix","","BILATERAL","","","SIM",""
"633","RX SELA TURCICA | RX SELA TURCICA (2) - AP (TOWNE) /  P (BRETTON)","RX Sela Túrcica","RX","Sela Túrcica","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX SELA TURCICA; RX SELA TURCICA (2) - AP (TOWNE) /  P (BRETTON)"
"634","RX TORNOZELO DIREITO (2) - (ARTICULACAO TIBIOTARSICA) - AP/P","RX Tornozelo","RX","Tornozelo","","DIREITO","","","SIM",""
"635","RX TORNOZELO ESQUERDO (2) - (ARTICULACAO TIBIOTARSICA) - AP/P","RX Tornozelo","RX","Tornozelo","","ESQUERDO","","","SIM",""
"636","RX TORNOZELO | RX TORNOZELO C OBLIQUAS | RX ARTICULAÇÃO TIBIO-TÁRSICA","RX Tornozelo","RX","Tornozelo","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX TORNOZELO; RX TORNOZELO C OBLIQUAS; RX ARTICULAÇÃO TIBIO-TÁRSICA"
"637","RX TORAX C/C PARA AVALIAÇÃO DO PORT CATH","RX Tórax","RX","Tórax","COM","","","","SIM",""
"638","RX TORAX PA + P | RX TORAX AP | RX TORAX AP + P | RAIO X CONVENCIONAL TORAX | RX TORAX 2INC | RX TORAX P.A | RX TORAX ÁPICO-LORDOTICA | RX COSTELAS - POR HEMITORAX | RX TORAX 3 INCIDENCIAS | RX TORAX OIT | RX TORAX (4) - A/P/ OBLIQUAS OLD/OLE | RX TORAX (4) - AP (INSPIRACAO/EXPIRACAO) / P / OBL | RX MEDIASTINO | RX TORAX 4 INCIDENCIAS | RX TORAX (2) (OIT) - AP/P | RX TORAX (1) - AP | RX TORAX (3) - AP/P/ AP LORDOTICO | RX TORAX (3) - AP/P/ AP PENETRADO DE MEDIASTINO | RX TORAX (2) - AP/P","RX Tórax","RX","Tórax","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX TORAX PA + P; RX TORAX AP; RX TORAX AP + P; RAIO X CONVENCIONAL TORAX; RX TORAX 2INC; RX TORAX P.A; RX TORAX ÁPICO-LORDOTICA; RX COSTELAS - POR HEMITORAX; RX TORAX 3 INCIDENCIAS; RX TORAX OIT; RX TORAX (4) - A/P/ OBLIQUAS OLD/OLE; RX TORAX (4) - AP (INSPIRACAO/EXPIRACAO) / P / OBL; RX MEDIASTINO; RX TORAX 4 INCIDENCIAS; RX TORAX (2) (OIT) - AP/P; RX TORAX (1) - AP; RX TORAX (3) - AP/P/ AP LORDOTICO; RX TORAX (3) - AP/P/ AP PENETRADO DE MEDIASTINO; RX TORAX (2) - AP/P"
"639","RX ORBITAS (4) - WARTTERS/CALDWELL/TRANSORBITAL B / HIRTZ","RX Órbitas / Olhos","RX","Órbitas / Olhos","","","","","SIM",""
"640","RX ÓRBITAS BILATERAL | RX ORBITAS BILATERAL","RX Órbitas / Olhos","RX","Órbitas / Olhos","","BILATERAL","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: RX ÓRBITAS BILATERAL; RX ORBITAS BILATERAL"
"641","URETROCISTOGRAFIA | RX URETROCISTOGRAFIA","Uretrocistografia Bexiga","RX","Bexiga","","","","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: URETROCISTOGRAFIA; RX URETROCISTOGRAFIA"
"642","UROGRAFIA VENOSA COM BEX. PRE E POS MICCIONAL | UROGRAFIA VENOSA MINUTADA","Urografia Excretora Aparelho Urinário (Rins)","RX","Aparelho Urinário (Rins)","","","venoso","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: UROGRAFIA VENOSA COM BEX. PRE E POS MICCIONAL; UROGRAFIA VENOSA MINUTADA"
"643","TOMOGRAFIA COMPUTADORIZADA C/C IONICO IPE","","TC","","COM","","","IPE","SIM","nome amigável não gerado"
"644","ANGIO TC ARTERIAL DE ABD SUP. S/ CONTRASTE","Angio-TC Abdome Superior","TC","Abdome Superior","SEM","","arterial","","SIM",""
"645","ANGIO TC VENOSA DE ABD SUP. C/C NAO IONICO | TC ANGIOTOMOGRAFIA VENOSA DE ABDOMEN SUPERIOR COM CONTRASTE | ANGIO TC VENOSA DE ABD SUP. C/C IONICO","Angio-TC Abdome Superior","TC","Abdome Superior","COM","","venoso","","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: ANGIO TC VENOSA DE ABD SUP. C/C NAO IONICO; TC ANGIOTOMOGRAFIA VENOSA DE ABDOMEN SUPERIOR COM CONTRASTE; ANGIO TC VENOSA DE ABD SUP. C/C IONICO"
"646","ANGIO TC VENOSA DE ABD SUP. S/ CONTRASTE","Angio-TC Abdome Superior","TC","Abdome Superior","SEM","","venoso","","SIM",""
"647","TC - ANGIOTOMOGRAFIA ARTERIAL DE ABD SUP C/C NAO IONICO (UNIMED) | TC - ANGIOTOMOGRAFIA ARTERIAL DE ABD SUP C/C IONICO (UNIMED)","Angio-TC Abdome Superior","TC","Abdome Superior","COM","","arterial","UNIMED","SIM","múltiplos códigos internos para a mesma opção do paciente, escolher qual usar no agendamento: TC - ANGIOTOMOGRAFIA ARTERIAL DE ABD SUP C/C NAO IONICO (UNIMED); TC - ANGIOTOMOGRAFIA ARTERIAL DE ABD SUP C/C IONICO (UNIMED)"
